,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.654,0.6248675,0.62,0.6146516,81.05698,200.0,1.5813968,12,session_A,13,2,001-2015,ACM+MDM(Grid)
1,0.8615,0.82350177,0.815,0.8135752,80.25588,200.0,1.571044,12,session_B,13,2,001-2015,ACM+MDM(Grid)
2,0.76,0.71674186,0.705,0.70073926,0.4009745,200.0,0.006399812,12,session_A,13,2,001-2015,Cov+EN
3,0.838,0.76725906,0.765,0.7644957,0.4094116,200.0,0.00659922,12,session_B,13,2,001-2015,Cov+EN
4,0.715,0.66381466,0.655,0.65072685,0.6927494,200.0,0.01113412,12,session_A,13,2,001-2015,CSP+LDA
5,0.807,0.75961614,0.755,0.75377613,0.48338747,200.0,0.007762758,12,session_B,13,2,001-2015,CSP+LDA
6,0.722,0.67164767,0.665,0.66212356,475.80328,200.0,9.481658,12,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,0.933,0.89068127,0.885,0.884562,478.64035,200.0,9.501328,12,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,0.66,0.6068506,0.6,0.5960998,0.17849573,200.0,0.002749837,12,session_A,13,2,001-2015,FgMDM
9,0.8285,0.75342,0.75,0.7492006,0.11409225,200.0,0.001836693,12,session_B,13,2,001-2015,FgMDM
10,0.65,0.6265434,0.62,0.6160977,0.06922889,200.0,0.0008831928,12,session_A,13,2,001-2015,MDM
11,0.7555,0.6828914,0.68,0.6789436,0.049298905,200.0,0.0006686461,12,session_B,13,2,001-2015,MDM
12,0.7005,0.67100954,0.665,0.66259474,0.44217968,200.0,0.0070942147,12,session_A,13,2,001-2015,TANG+SVM
13,0.8165,0.742928,0.735,0.73303276,0.37757245,200.0,0.0061368323,12,session_B,13,2,001-2015,TANG+SVM
