,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.841,0.75777775,0.75,0.7481871,94.97906,200.0,1.3071606,10,session_A,13,2,001-2015,ACM+MDM(Grid)
1,0.738,0.6780404,0.675,0.672883,93.33195,200.0,1.287947,10,session_B,13,2,001-2015,ACM+MDM(Grid)
2,0.77,0.7061988,0.705,0.70448315,94.14701,200.0,1.2986413,10,session_C,13,2,001-2015,ACM+MDM(Grid)
3,0.826,0.76725185,0.765,0.76461416,0.6143688,200.0,0.007521075,10,session_A,13,2,001-2015,Cov+EN
4,0.8335,0.77515024,0.76,0.75640315,0.6249429,200.0,0.007665509,10,session_B,13,2,001-2015,Cov+EN
5,0.756,0.717095,0.71,0.7072195,0.6221997,200.0,0.0076279943,10,session_C,13,2,001-2015,Cov+EN
6,0.7785,0.68862087,0.685,0.6836807,1.1154692,200.0,0.014288756,10,session_A,13,2,001-2015,CSP+LDA
7,0.7305,0.69911844,0.695,0.69302595,0.77596843,200.0,0.009486875,10,session_B,13,2,001-2015,CSP+LDA
8,0.691,0.6492397,0.64,0.6344112,0.78113043,200.0,0.009554631,10,session_C,13,2,001-2015,CSP+LDA
9,0.8835,0.8027451,0.8,0.7995483,487.2373,200.0,6.899947,10,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
10,0.84,0.780588,0.775,0.77369565,493.12955,200.0,6.9817586,10,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
11,0.8495,0.76866925,0.765,0.76367384,499.5144,200.0,7.0471377,10,session_C,13,2,001-2015,ACM+TGSP+SVM(Grid)
12,0.816,0.7340598,0.725,0.72243077,0.2675554,200.0,0.0036736748,10,session_A,13,2,001-2015,FgMDM
13,0.7975,0.72328174,0.715,0.7128381,0.21813622,200.0,0.002974661,10,session_B,13,2,001-2015,FgMDM
14,0.7485,0.6960507,0.69,0.68643045,0.19460735,200.0,0.0026582305,10,session_C,13,2,001-2015,FgMDM
15,0.7595,0.7063779,0.7,0.6982439,0.17806593,200.0,0.0019557953,10,session_A,13,2,001-2015,MDM
16,0.686,0.5903893,0.59,0.5882057,0.17191339,200.0,0.0017345096,10,session_B,13,2,001-2015,MDM
17,0.6565,0.6528766,0.645,0.6409089,0.16932139,200.0,0.0017227457,10,session_C,13,2,001-2015,MDM
18,0.82,0.7316397,0.73,0.7295302,0.69766855,200.0,0.008497388,10,session_A,13,2,001-2015,TANG+SVM
19,0.8315,0.7672372,0.755,0.7518609,0.7168927,200.0,0.008710853,10,session_B,13,2,001-2015,TANG+SVM
20,0.803,0.75319445,0.75,0.74926937,0.7018615,200.0,0.008575662,10,session_C,13,2,001-2015,TANG+SVM
