,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.9820312,0.9022661,0.89375,0.8929395,38.294083,160.0,0.7341242,7,session_0,15,1,002-2014,EEGNet_8_2
1,0.9875,0.7757791,0.78125,0.7270256,30.170956,160.0,0.6271995,7,session_0,15,1,002-2014,DeepConvNet
2,0.98046875,0.94096404,0.9375,0.9373775,83.94065,160.0,1.8303065,7,session_0,15,1,002-2014,ShallowConvNet
