,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8703704,0.8817258,0.8703704,0.870763,155.51546,216.0,0.8197813,8,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.8425926,0.8580146,0.8425926,0.84050953,329.02164,216.0,1.72608,8,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.8287037,0.86645275,0.8287037,0.83092606,1.0358536,216.0,0.006413078,8,session_E,22,2,001-2014,Cov+EN
3,0.7916667,0.8238328,0.7916667,0.7721958,2.0108302,216.0,0.012344624,8,session_T,22,2,001-2014,Cov+EN
4,0.8333333,0.83305067,0.8333333,0.83253866,3.0517251,216.0,0.019694678,8,session_E,22,2,001-2014,CSP+LDA
5,0.7777778,0.79360545,0.7777778,0.7813947,4.5513806,216.0,0.028952887,8,session_T,22,2,001-2014,CSP+LDA
6,0.9166667,0.91877156,0.9166667,0.9171846,923.05164,216.0,5.4447513,8,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.8703704,0.87939656,0.8703704,0.86991304,1899.4908,216.0,10.619301,8,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.8472222,0.8762776,0.8472222,0.8488993,0.66693354,216.0,0.0031110442,8,session_E,22,2,001-2014,FgMDM
9,0.7777778,0.8120915,0.7777778,0.76079184,1.2893898,216.0,0.0059916596,8,session_T,22,2,001-2014,FgMDM
10,0.8287037,0.8443503,0.8287037,0.8286946,0.3742535,216.0,0.0017244099,8,session_E,22,2,001-2014,MDM
11,0.8055556,0.81015223,0.8055556,0.8042366,0.7186699,216.0,0.0032225205,8,session_T,22,2,001-2014,MDM
12,0.7361111,0.8463517,0.7361111,0.73984975,0.82532597,216.0,0.0050765914,8,session_E,22,2,001-2014,TANG+SVM
13,0.8101852,0.8223712,0.8101852,0.80750614,1.6268952,216.0,0.009946216,8,session_T,22,2,001-2014,TANG+SVM
