,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8935185,0.89474463,0.8935185,0.892123,174.41861,216.0,1.1403931,1,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.8101852,0.84302276,0.8101852,0.8069732,338.54944,216.0,2.2243505,1,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.8333333,0.86002403,0.8333333,0.8249119,0.96852016,216.0,0.005629618,1,session_E,22,2,001-2014,Cov+EN
3,0.8009259,0.8498677,0.8009259,0.8003863,2.1332202,216.0,0.012309768,1,session_T,22,2,001-2014,Cov+EN
4,0.8564815,0.8672286,0.8564815,0.8523227,3.9550016,216.0,0.023786463,1,session_E,22,2,001-2014,CSP+LDA
5,0.8055556,0.84378916,0.8055556,0.80041724,5.438196,216.0,0.032557476,1,session_T,22,2,001-2014,CSP+LDA
6,0.9074074,0.9093915,0.9074074,0.90600944,857.0971,216.0,5.7368603,1,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.8564815,0.889107,0.8564815,0.8563133,1709.6495,216.0,11.444161,1,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.8842593,0.88392276,0.8842593,0.88353896,0.7470279,216.0,0.0045486805,1,session_E,22,2,001-2014,FgMDM
9,0.7546296,0.84508604,0.7546296,0.73979586,1.4602494,216.0,0.008883766,1,session_T,22,2,001-2014,FgMDM
10,0.8564815,0.86720157,0.8564815,0.85416085,0.43423152,216.0,0.0025655937,1,session_E,22,2,001-2014,MDM
11,0.7731481,0.8149721,0.7731481,0.7608752,0.82492065,216.0,0.0048255483,1,session_T,22,2,001-2014,MDM
12,0.8611111,0.86415637,0.8611111,0.8592912,0.8704443,216.0,0.0049463348,1,session_E,22,2,001-2014,TANG+SVM
13,0.8240741,0.87226033,0.8240741,0.82222277,1.7121422,216.0,0.009775724,1,session_T,22,2,001-2014,TANG+SVM
