,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8194444,0.8257131,0.8194444,0.8149004,320.0668,216.0,0.85172886,4,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.5925926,0.6298553,0.5925926,0.5826414,581.9861,216.0,1.5535955,4,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.7083333,0.791612,0.7083333,0.65225416,1.6034904,216.0,0.0037390213,4,session_E,22,2,001-2014,Cov+EN
3,0.6111111,0.67970115,0.6111111,0.60522926,2.901157,216.0,0.006719909,4,session_T,22,2,001-2014,Cov+EN
4,0.7175926,0.7369912,0.7175926,0.6881683,4.4811316,216.0,0.011792457,4,session_E,22,2,001-2014,CSP+LDA
5,0.5138889,0.6087855,0.5138889,0.46078607,6.4545593,216.0,0.016466185,4,session_T,22,2,001-2014,CSP+LDA
6,0.7638889,0.80367947,0.7638889,0.7438577,1415.1216,216.0,3.9308722,4,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.6805556,0.7223942,0.6805556,0.6731283,2833.2637,216.0,7.8681817,4,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.7314815,0.7552483,0.7314815,0.72391415,1.2094989,216.0,0.0029906766,4,session_E,22,2,001-2014,FgMDM
9,0.6157407,0.6608572,0.6157407,0.5964281,2.3643992,216.0,0.0058087423,4,session_T,22,2,001-2014,FgMDM
10,0.7731481,0.7716395,0.7731481,0.76913226,0.67656946,216.0,0.001645559,4,session_E,22,2,001-2014,MDM
11,0.5601852,0.5990488,0.5601852,0.55232334,1.2671828,216.0,0.0030196018,4,session_T,22,2,001-2014,MDM
12,0.6064815,0.78541243,0.6064815,0.5238872,1.3196163,216.0,0.003055097,4,session_E,22,2,001-2014,TANG+SVM
13,0.6388889,0.6727802,0.6388889,0.6380379,2.4742959,216.0,0.0056827855,4,session_T,22,2,001-2014,TANG+SVM
