,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8443287,0.7483766,0.7361111,0.7328125,149.19675,144.0,0.9867563,6,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.83256173,0.75024825,0.6944444,0.6764045,271.69043,144.0,1.7998323,6,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.86593366,0.770903,0.75,0.7450826,0.7258575,144.0,0.0030926561,6,session_E,22,2,001-2014,Cov+EN
3,0.8759645,0.79012203,0.7430556,0.732194,1.3844883,144.0,0.0059500346,6,session_T,22,2,001-2014,Cov+EN
4,0.7783565,0.7352941,0.6944444,0.68058074,2.2662494,144.0,0.013165678,6,session_E,22,2,001-2014,CSP+LDA
5,0.74170524,0.7290909,0.6944444,0.68243784,2.9398355,144.0,0.01657637,6,session_T,22,2,001-2014,CSP+LDA
6,0.93094134,0.83418924,0.8263889,0.8253699,596.0733,144.0,3.9230187,6,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.90200615,0.8079623,0.7708333,0.7637114,1186.1442,144.0,7.8866463,6,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.8751929,0.7751323,0.7708333,0.76993465,0.59179926,144.0,0.0038484782,6,session_E,22,2,001-2014,FgMDM
9,0.8640046,0.7716493,0.6458333,0.5994546,2.1310377,144.0,0.012971465,6,session_T,22,2,001-2014,FgMDM
10,0.7629244,0.66049623,0.6597222,0.6593115,0.3483386,144.0,0.0022229908,6,session_E,22,2,001-2014,MDM
11,0.732446,0.6669691,0.6597222,0.65598947,0.65115666,144.0,0.0040642153,6,session_T,22,2,001-2014,MDM
12,0.86844134,0.75714284,0.75,0.74825174,0.65401864,144.0,0.0038365507,6,session_E,22,2,001-2014,TANG+SVM
13,0.8759645,0.82327884,0.7708333,0.761146,1.2650828,144.0,0.0073378417,6,session_T,22,2,001-2014,TANG+SVM
