,Unnamed: 0,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0,0.98755103,0.93363094,0.93142855,0.9307297,145.65251,144.0,2.912042,1,session_E,22,2,001-2014,ACM+MDM(Grid)
1,1,0.96435374,0.8965759,0.88857144,0.888257,144.43687,144.0,2.877373,1,session_T,22,2,001-2014,ACM+MDM(Grid)
2,2,0.9732653,0.9305392,0.9247619,0.9234688,0.4156491,144.0,0.006573574,1,session_E,22,2,001-2014,Cov+EN
3,3,0.97959185,0.9146154,0.90190476,0.9010741,0.4038865,144.0,0.0064839153,1,session_T,22,2,001-2014,Cov+EN
4,4,0.96462584,0.8975384,0.89,0.8882962,0.5762376,144.0,0.009133161,1,session_E,22,2,001-2014,CSP+LDA
5,5,0.95258504,0.86836076,0.8542857,0.8526162,0.4050227,144.0,0.0062389374,1,session_T,22,2,001-2014,CSP+LDA
6,6,0.9846939,0.9464881,0.94476193,0.9442692,852.56433,144.0,17.335491,1,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,7,0.97591835,0.90024215,0.89619046,0.8959157,838.8264,144.0,17.070057,1,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,8,0.9597279,0.88892883,0.8833333,0.88175356,0.11314483,144.0,0.0018576499,1,session_E,22,2,001-2014,FgMDM
9,9,0.95482993,0.8745954,0.86714286,0.8669415,0.11411838,144.0,0.0018749081,1,session_T,22,2,001-2014,FgMDM
10,10,0.9669388,0.9102318,0.8952381,0.8937097,0.05952735,144.0,0.0007641262,1,session_E,22,2,001-2014,MDM
11,11,0.95863944,0.86572236,0.84761906,0.8452984,0.058444165,144.0,0.00074579037,1,session_T,22,2,001-2014,MDM
12,12,0.9559184,0.9218767,0.91761905,0.9166547,0.4218468,144.0,0.006760415,1,session_E,22,2,001-2014,TANG+SVM
13,13,0.96612245,0.8760314,0.85380954,0.8513492,0.48605394,144.0,0.00758422,1,session_T,22,2,001-2014,TANG+SVM
0,0,0.5736054,0.5223339,0.52190477,0.5161015,160.13211,144.0,3.0838516,2,session_E,22,2,001-2014,ACM+MDM(Grid)
1,1,0.66585034,0.65015906,0.64809525,0.64466727,146.75864,144.0,2.8585603,2,session_T,22,2,001-2014,ACM+MDM(Grid)
2,2,0.7370068,0.71519715,0.70428574,0.69825745,0.42875075,144.0,0.006690265,2,session_E,22,2,001-2014,Cov+EN
3,3,0.67734694,0.65064794,0.6409524,0.63665664,0.41758388,144.0,0.006521508,2,session_T,22,2,001-2014,Cov+EN
