,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.77166665,0.65066963,0.65,0.6496107,83.01492,600.0,0.15122406,7,session_0,3,5,004-2014,EEGNet_8_2
1,0.77944446,0.6917614,0.65,0.6298472,159.94205,600.0,0.29173037,7,session_1,3,5,004-2014,EEGNet_8_2
2,0.96703124,0.9010025,0.9,0.89993745,224.83919,560.0,0.4104983,7,session_2,3,5,004-2014,EEGNet_8_2
3,0.88,0.7785425,0.76875,0.7666995,292.2493,560.0,0.5336373,7,session_3,3,5,004-2014,EEGNet_8_2
4,0.919375,0.8338057,0.83125,0.83092636,344.75607,560.0,0.6293524,7,session_4,3,5,004-2014,EEGNet_8_2
5,0.81222224,0.69736844,0.68333334,0.6776018,337.28027,600.0,0.7241426,7,session_0,3,5,004-2014,DeepConvNet
6,0.72444445,0.6822917,0.6166667,0.5787546,535.55615,600.0,1.1421416,7,session_1,3,5,004-2014,DeepConvNet
7,0.8698437,0.7515723,0.50625,0.3470737,634.6902,560.0,1.337169,7,session_2,3,5,004-2014,DeepConvNet
8,0.90265626,0.85,0.85,0.85,953.89294,560.0,1.9683912,7,session_3,3,5,004-2014,DeepConvNet
9,0.928125,0.8338057,0.83125,0.83092636,1209.6932,560.0,2.4453945,7,session_4,3,5,004-2014,DeepConvNet
10,0.78833336,0.75252527,0.75,0.74937344,221.75813,600.0,0.48415425,7,session_0,3,5,004-2014,ShallowConvNet
11,0.7211111,0.6641587,0.6333333,0.6152725,474.76096,600.0,1.0358202,7,session_1,3,5,004-2014,ShallowConvNet
12,0.876875,0.7965829,0.7875,0.7858605,594.6381,560.0,1.2949766,7,session_2,3,5,004-2014,ShallowConvNet
13,0.881875,0.7965829,0.7875,0.7858605,748.2887,560.0,1.6277567,7,session_3,3,5,004-2014,ShallowConvNet
14,0.9353125,0.8688076,0.86875,0.86874485,815.71185,560.0,1.7742,7,session_4,3,5,004-2014,ShallowConvNet
