,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8845666,0.88821965,0.8844444,0.88377774,145.70027,216.0,9.526091,3,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.8561311,0.867704,0.855873,0.85785896,138.57967,216.0,8.063526,3,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.9445032,0.9479178,0.94476193,0.94473976,0.6659513,216.0,0.03536758,3,session_E,22,2,001-2014,Cov+EN
3,0.9442918,0.94898224,0.9444444,0.9443707,0.49599952,216.0,0.03319901,3,session_T,22,2,001-2014,Cov+EN
4,0.939852,0.9447341,0.9406349,0.940108,3.9778268,216.0,0.21733885,3,session_E,22,2,001-2014,CSP+LDA
5,0.9256871,0.92958486,0.9253968,0.92567664,3.8914137,216.0,0.25258988,3,session_T,22,2,001-2014,CSP+LDA
6,0.94904864,0.9513492,0.94984126,0.9488694,781.0812,216.0,51.230392,3,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.9442918,0.94803727,0.9444444,0.9440784,765.7008,216.0,48.877773,3,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.93530655,0.9397341,0.9352381,0.9349173,0.31963092,216.0,0.021463644,3,session_E,22,2,001-2014,FgMDM
9,0.9396406,0.9425934,0.9393651,0.93950236,0.24341568,216.0,0.013261346,3,session_T,22,2,001-2014,FgMDM
10,0.8661734,0.8722284,0.8663492,0.86574054,0.15741897,216.0,0.010257096,3,session_E,22,2,001-2014,MDM
11,0.84217757,0.85354793,0.8422222,0.843763,0.16010594,216.0,0.008104837,3,session_T,22,2,001-2014,MDM
12,0.939852,0.94587535,0.94,0.9397931,0.5409326,216.0,0.02701369,3,session_E,22,2,001-2014,TANG+SVM
13,0.9396406,0.9450445,0.9393651,0.9393726,0.56610733,216.0,0.037662804,3,session_T,22,2,001-2014,TANG+SVM
