,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.9542,0.8925121,0.89,0.88982373,122.91862,200.0,0.30961895,7,session_A,13,2,001-2015,ACM+MDM(Grid)
1,0.9729,0.90979356,0.895,0.89404374,241.35117,200.0,0.6081064,7,session_B,13,2,001-2015,ACM+MDM(Grid)
2,0.9628,0.900641,0.9,0.89996,0.96308947,200.0,0.002094199,7,session_A,13,2,001-2015,Cov+EN
3,0.9612,0.8875969,0.855,0.8518859,1.8589895,200.0,0.004111747,7,session_B,13,2,001-2015,Cov+EN
4,0.9441,0.86317134,0.855,0.85417974,3.520139,200.0,0.008863388,7,session_A,13,2,001-2015,CSP+LDA
5,0.9468,0.8925121,0.89,0.88982373,4.698622,200.0,0.011432621,7,session_B,13,2,001-2015,CSP+LDA
6,0.9682,0.8783102,0.86,0.85828525,574.4128,200.0,1.4899982,7,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,0.9691,0.8914091,0.89,0.8899009,1161.3839,200.0,3.0134208,7,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,0.9602,0.89694506,0.895,0.89487123,0.70080733,200.0,0.0016915702,7,session_A,13,2,001-2015,FgMDM
9,0.9699,0.8850385,0.885,0.8849971,1.3755763,200.0,0.0032731635,7,session_B,13,2,001-2015,FgMDM
10,0.9317,0.85126454,0.85,0.8498649,0.5081949,200.0,0.0011450832,7,session_A,13,2,001-2015,MDM
11,0.9528,0.8829145,0.855,0.85230833,0.89287925,200.0,0.0018912463,7,session_B,13,2,001-2015,MDM
12,0.9565,0.9083073,0.905,0.9048072,0.9227004,200.0,0.0019710956,7,session_A,13,2,001-2015,TANG+SVM
13,0.9518,0.8836317,0.875,0.8742929,1.8125043,200.0,0.003797372,7,session_B,13,2,001-2015,TANG+SVM
