,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.5365751,0.5451848,0.53809524,0.5324528,154.59282,216.0,10.125772,6,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.6522199,0.6680489,0.65301585,0.64906704,143.77246,216.0,7.8793592,6,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.6665962,0.6739157,0.6673016,0.66237307,0.5754206,216.0,0.0331889,6,session_E,22,2,001-2014,Cov+EN
3,0.6384778,0.6480898,0.6393651,0.63620263,0.5898824,216.0,0.040304832,6,session_T,22,2,001-2014,Cov+EN
4,0.52272725,0.5416402,0.52444446,0.52415407,5.076515,216.0,0.29592407,6,session_E,22,2,001-2014,CSP+LDA
5,0.5874207,0.5976015,0.588254,0.5871756,4.902311,216.0,0.32883152,6,session_T,22,2,001-2014,CSP+LDA
6,0.66194504,0.66617584,0.6631746,0.65889406,771.7007,216.0,50.928562,6,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.6662791,0.68127114,0.66761905,0.6649228,774.61084,216.0,49.14634,6,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.6109937,0.6175748,0.6104762,0.60804945,0.21399331,216.0,0.014814454,6,session_E,22,2,001-2014,FgMDM
9,0.6062368,0.62620795,0.60761905,0.60440356,0.27511948,216.0,0.013042339,6,session_T,22,2,001-2014,FgMDM
10,0.52758986,0.5382636,0.5273016,0.52091575,0.07396398,216.0,0.0049089794,6,session_E,22,2,001-2014,MDM
11,0.5505285,0.5706768,0.55079365,0.54942304,0.15556899,216.0,0.006731814,6,session_T,22,2,001-2014,MDM
12,0.66215646,0.6771779,0.66190475,0.6582455,0.5720227,216.0,0.032782845,6,session_E,22,2,001-2014,TANG+SVM
13,0.615222,0.6270248,0.6161905,0.6140245,0.5973992,216.0,0.041518234,6,session_T,22,2,001-2014,TANG+SVM
