,dataset,index,pipe1,pipe2,p,smd,nsub
0,001-2015,0,ACM+MDM(Grid),ACM+MDM(Grid),0.000244140625,0.0,12
1,001-2015,1,ACM+TGSP+SVM(Grid),ACM+MDM(Grid),0.001220703125,0.6434647096962351,12
2,001-2015,2,CSP+LDA,ACM+MDM(Grid),0.996826171875,-0.7235475863671971,12
3,001-2015,3,Cov+EN,ACM+MDM(Grid),0.889404296875,-0.3787313169652411,12
4,001-2015,4,DeepConvNet,ACM+MDM(Grid),0.708251953125,-0.1666487966649106,12
5,001-2015,5,EEGNet_8_2,ACM+MDM(Grid),0.688232421875,-0.14900033943489277,12
6,001-2015,6,FgMDM,ACM+MDM(Grid),0.9609375,-0.5031022138136234,12
7,001-2015,7,MDM,ACM+MDM(Grid),0.999755859375,-1.1485749112310544,12
8,001-2015,8,ACM+MDM(MDOP),ACM+MDM(Grid),0.99462890625,-0.7805670399457219,12
9,001-2015,9,ACM+TGSP+SVM(MDOP),ACM+MDM(Grid),0.0029296875,0.8576190061345217,12
10,001-2015,10,ShallowConvNet,ACM+MDM(Grid),0.229248046875,0.2509616966600253,12
11,001-2015,11,TANG+SVM,ACM+MDM(Grid),0.995849609375,-0.6272511245271204,12
12,001-2015,12,ACM+MDM(Grid),ACM+TGSP+SVM(Grid),0.9990234375,-0.6434647096962351,12
13,001-2015,13,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(Grid),0.000244140625,0.0,12
14,001-2015,14,CSP+LDA,ACM+TGSP+SVM(Grid),0.999755859375,-0.8922737844959255,12
15,001-2015,15,Cov+EN,ACM+TGSP+SVM(Grid),0.998291015625,-0.7405216668829575,12
16,001-2015,16,DeepConvNet,ACM+TGSP+SVM(Grid),0.92236328125,-0.4022185364026419,12
17,001-2015,17,EEGNet_8_2,ACM+TGSP+SVM(Grid),0.947021484375,-0.46211755962437495,12
18,001-2015,18,FgMDM,ACM+TGSP+SVM(Grid),0.999755859375,-0.8456879755172142,12
