,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,1.0,0.98,0.9791667,0.9791576,107.95344,144.0,0.69796264,7,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.99054784,0.91622573,0.9097222,0.9093682,212.12495,144.0,1.3870747,7,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.9988426,0.9736842,0.9722222,0.97220075,0.7039566,144.0,0.0043591484,7,session_E,22,2,001-2014,Cov+EN
3,0.99286264,0.9195141,0.9097222,0.9091923,1.3846958,144.0,0.00862002,7,session_T,22,2,001-2014,Cov+EN
4,0.9986497,0.93373495,0.9236111,0.92316276,2.2832556,144.0,0.015291967,7,session_E,22,2,001-2014,CSP+LDA
5,0.9930556,0.9583333,0.9583333,0.9583333,2.9064174,144.0,0.019266497,7,session_T,22,2,001-2014,CSP+LDA
6,1.0,0.9931507,0.9930556,0.9930552,583.1392,144.0,3.9138672,7,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.9990355,0.97258687,0.9722222,0.97221684,1247.6199,144.0,8.370884,7,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.9992284,0.97258687,0.9722222,0.97221684,0.59800386,144.0,0.0038456968,7,session_E,22,2,001-2014,FgMDM
9,0.98881173,0.89927405,0.8819444,0.8806494,1.1852684,144.0,0.00765454,7,session_T,22,2,001-2014,FgMDM
10,0.998071,0.9285714,0.9166667,0.91608393,0.3419013,144.0,0.002174201,7,session_E,22,2,001-2014,MDM
11,0.9834105,0.8553411,0.8125,0.806673,0.646569,144.0,0.004021287,7,session_T,22,2,001-2014,MDM
12,0.99691355,0.96153843,0.9583333,0.9582609,0.61284494,144.0,0.0037927274,7,session_E,22,2,001-2014,TANG+SVM
13,0.9953704,0.90909094,0.8888889,0.8875,1.2130399,144.0,0.007460848,7,session_T,22,2,001-2014,TANG+SVM
