,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.5953125,0.6091662,0.59375,0.58256066,24.692917,160.0,0.19941674,8,session_0,3,5,004-2014,EEGNet_8_2
1,0.73055553,0.6589433,0.65833336,0.656208,26.061531,120.0,0.21021253,8,session_1,3,5,004-2014,EEGNet_8_2
2,0.9664062,0.88484776,0.88125,0.88104707,33.448032,160.0,0.27366567,8,session_2,3,5,004-2014,EEGNet_8_2
3,0.925,0.84642154,0.825,0.82102257,20.320618,160.0,0.16411974,8,session_3,3,5,004-2014,EEGNet_8_2
4,0.9898437,0.9613347,0.95625,0.9560225,31.364094,160.0,0.2276673,8,session_4,3,5,004-2014,EEGNet_8_2
5,0.5835937,0.6060173,0.59375,0.53013253,36.274044,160.0,0.29628682,8,session_0,3,5,004-2014,DeepConvNet
6,0.65,0.58442473,0.5833333,0.51604325,27.656382,120.0,0.22750285,8,session_1,3,5,004-2014,DeepConvNet
7,0.9585937,0.8200606,0.74375,0.7267186,28.192,160.0,0.23354216,8,session_2,3,5,004-2014,DeepConvNet
8,0.9640625,0.77807856,0.64375,0.58904177,23.665041,160.0,0.19645767,8,session_3,3,5,004-2014,DeepConvNet
9,0.99375,0.8266955,0.725,0.6952145,36.432346,160.0,0.29399025,8,session_4,3,5,004-2014,DeepConvNet
10,0.56171876,0.5263596,0.525,0.520757,16.919487,160.0,0.13887279,8,session_0,3,5,004-2014,ShallowConvNet
11,0.68194443,0.6653361,0.65,0.6460575,17.89935,120.0,0.14384307,8,session_1,3,5,004-2014,ShallowConvNet
12,0.94453126,0.88633054,0.88125,0.8808395,18.239685,160.0,0.14920016,8,session_2,3,5,004-2014,ShallowConvNet
13,0.96875,0.89853823,0.89375,0.89344907,22.792828,160.0,0.18812977,8,session_3,3,5,004-2014,ShallowConvNet
14,0.9945313,0.9660131,0.9625,0.96238977,30.157581,160.0,0.25129163,8,session_4,3,5,004-2014,ShallowConvNet
