,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.6578125,0.61325353,0.60625,0.60291284,11.979013,160.0,0.10935826,8,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.7291667,0.6509288,0.64166665,0.6369323,8.826439,120.0,0.08234526,8,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.93359375,0.8560763,0.85,0.8491262,10.741021,160.0,0.099910595,8,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.9265625,0.86211795,0.85625,0.8556164,11.104087,160.0,0.10160695,8,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.9710938,0.9209454,0.91875,0.9186092,10.963266,160.0,0.10045401,8,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.65,0.6206886,0.61875,0.61713696,14.110594,160.0,0.12744215,8,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.7236111,0.6936905,0.675,0.66649646,8.999893,120.0,0.08286332,8,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.9476563,0.88912934,0.8875,0.8873163,10.689141,160.0,0.09863697,8,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.9359375,0.8714496,0.86875,0.8685356,11.090143,160.0,0.10165628,8,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.9632813,0.95142156,0.95,0.94996333,10.70564,160.0,0.0993841,8,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
