,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.7688889,0.69833285,0.69166666,0.68905383,38.042183,600.0,0.12958331,9,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.6586111,0.6018833,0.59166664,0.58116674,76.93391,600.0,0.26888233,9,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.9209375,0.8670996,0.83125,0.827027,112.84277,560.0,0.39138505,9,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.9225,0.85549706,0.8375,0.835417,148.73352,560.0,0.5139452,9,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.90984374,0.8469154,0.83125,0.82932323,184.97954,560.0,0.63778883,9,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.71305555,0.657456,0.64166665,0.6324524,48.259132,600.0,0.16163883,9,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.6558333,0.6258741,0.625,0.6243478,87.63182,600.0,0.30398813,9,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.9265625,0.82581455,0.825,0.82489055,123.973045,560.0,0.43463334,9,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.9715625,0.8884712,0.8875,0.88742965,159.95888,560.0,0.56481576,9,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.9525,0.8610574,0.85,0.8488427,196.1911,560.0,0.6953812,9,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
