,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.80083334,0.7654867,0.55833334,0.45129842,51.483376,620.0,0.0933903,5,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.87836736,0.7813853,0.7785714,0.77801645,101.20273,600.0,0.19143948,5,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.98890626,0.9345772,0.93125,0.93111813,149.15132,580.0,0.2861124,5,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.9653125,0.84782606,0.78125,0.7702564,198.0857,580.0,0.38298458,5,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.92796874,0.82828283,0.825,0.8245614,245.74702,580.0,0.4769951,5,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.7763889,0.70089287,0.55,0.44596443,63.102367,620.0,0.11687592,5,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.81142855,0.73333335,0.6571429,0.62666667,114.313126,600.0,0.21802913,5,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.98109376,0.931746,0.925,0.92470586,163.00616,580.0,0.3139695,5,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.965,0.8670996,0.83125,0.827027,211.35815,580.0,0.4093399,5,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.92140627,0.8174089,0.80625,0.804532,259.25305,580.0,0.5038123,5,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
