,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.7361111,0.811719,0.7361111,0.69259864,312.9756,216.0,0.77958846,7,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.7083333,0.8278582,0.7083333,0.7044831,589.87866,216.0,1.4734371,7,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.7175926,0.7919544,0.7175926,0.6617931,1.4564815,216.0,0.003152361,7,session_E,22,2,001-2014,Cov+EN
3,0.5787037,0.78918654,0.5787037,0.55923015,2.791799,216.0,0.006055887,7,session_T,22,2,001-2014,Cov+EN
4,0.5416667,0.68261564,0.5416667,0.45992503,4.3756113,216.0,0.010714677,7,session_E,22,2,001-2014,CSP+LDA
5,0.7407407,0.8190047,0.7407407,0.73822767,6.303628,216.0,0.0150263915,7,session_T,22,2,001-2014,CSP+LDA
6,0.7592593,0.837232,0.7592593,0.7187434,1346.012,216.0,3.4889796,7,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.7268519,0.83005714,0.7268519,0.7189426,2778.786,216.0,7.198495,7,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.6666667,0.7015144,0.6666667,0.589629,1.130245,216.0,0.0026126108,7,session_E,22,2,001-2014,FgMDM
9,0.6712963,0.7562123,0.6712963,0.6667845,2.275704,216.0,0.0052276766,7,session_T,22,2,001-2014,FgMDM
10,0.625,0.68384385,0.625,0.52863806,0.6787708,216.0,0.0015429291,7,session_E,22,2,001-2014,MDM
11,0.5740741,0.7572248,0.5740741,0.5521065,1.2878375,216.0,0.0028599033,7,session_T,22,2,001-2014,MDM
12,0.7638889,0.8102204,0.7638889,0.7376331,1.3124938,216.0,0.0028284183,7,session_E,22,2,001-2014,TANG+SVM
13,0.6342593,0.7965942,0.6342593,0.59635,2.5626493,216.0,0.005510759,7,session_T,22,2,001-2014,TANG+SVM
