,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.57222223,0.53170633,0.53333336,0.52626413,8.400999,120.0,0.073969215,3,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.54305553,0.5241059,0.525,0.52320886,8.003096,120.0,0.07229102,3,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.45078126,0.45558122,0.45625,0.45242012,10.622675,160.0,0.094003975,3,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.5609375,0.5208272,0.51875,0.5142046,10.1014595,160.0,0.08979206,3,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.6078125,0.57765037,0.575,0.5710903,11.238615,160.0,0.09571127,3,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.6611111,0.6007698,0.59166664,0.5796847,10.472705,120.0,0.08969125,3,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.6652778,0.5620096,0.55833334,0.5498847,8.2022,120.0,0.07385791,3,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.46875,0.4525667,0.45625,0.45031998,10.671137,160.0,0.0936562,3,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.57734376,0.5369547,0.53125,0.51733583,10.261699,160.0,0.09003154,3,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.68359375,0.6312374,0.625,0.6221039,11.012751,160.0,0.09416127,3,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
