,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.7455556,0.65,0.5833333,0.53125,16.969217,560.0,0.059289426,2,session_0,3,5,004-2014,ACM+MDM(Grid)
1,0.6477778,0.7164502,0.625,0.5807128,33.947037,560.0,0.11899441,2,session_1,3,5,004-2014,ACM+MDM(Grid)
2,0.61265624,0.56348085,0.55625,0.5432431,49.576595,520.0,0.17385088,2,session_2,3,5,004-2014,ACM+MDM(Grid)
3,0.61,0.58154637,0.575,0.5662958,66.75379,560.0,0.23373121,2,session_3,3,5,004-2014,ACM+MDM(Grid)
4,0.64890623,0.62944984,0.61875,0.6107056,82.72275,520.0,0.28936866,2,session_4,3,5,004-2014,ACM+MDM(Grid)
5,0.7361111,0.6721534,0.65833336,0.65133584,0.42154813,560.0,0.0011651098,2,session_0,3,5,004-2014,Cov+EN
6,0.6661111,0.5915751,0.5833333,0.57374257,0.8417151,560.0,0.0023089685,2,session_1,3,5,004-2014,Cov+EN
7,0.61765623,0.6126014,0.60625,0.60061806,1.2444868,520.0,0.003363352,2,session_2,3,5,004-2014,Cov+EN
8,0.5808333,0.5915751,0.5833333,0.57374257,1.6666892,560.0,0.0044760047,2,session_3,3,5,004-2014,Cov+EN
9,0.6128125,0.5595238,0.55,0.53125,2.0647976,520.0,0.005521267,2,session_4,3,5,004-2014,Cov+EN
10,0.65694445,0.6501502,0.5416667,0.44063056,2.2731712,560.0,0.0071035866,2,session_0,3,5,004-2014,CSP+LDA
11,0.63722223,0.5326205,0.525,0.49553803,2.80714,560.0,0.008624353,2,session_1,3,5,004-2014,CSP+LDA
12,0.61921877,0.59818363,0.59375,0.58911145,3.3124964,520.0,0.010001177,2,session_2,3,5,004-2014,CSP+LDA
13,0.5977778,0.5996678,0.59166664,0.5833038,3.8388767,560.0,0.011437212,2,session_3,3,5,004-2014,CSP+LDA
14,0.608125,0.5527208,0.54375,0.5234793,4.354438,520.0,0.012850846,2,session_4,3,5,004-2014,CSP+LDA
15,0.74,0.7020202,0.7,0.69924814,86.63657,560.0,0.31426522,2,session_0,3,5,004-2014,ACM+TGSP+SVM(Grid)
16,0.6358333,0.6511111,0.64166665,0.6359788,174.12968,560.0,0.63273597,2,session_1,3,5,004-2014,ACM+TGSP+SVM(Grid)
17,0.6540625,0.6269841,0.625,0.62352943,254.34775,520.0,0.92462116,2,session_2,3,5,004-2014,ACM+TGSP+SVM(Grid)
18,0.61333334,0.5977778,0.59166664,0.58518517,341.25668,560.0,1.2412533,2,session_3,3,5,004-2014,ACM+TGSP+SVM(Grid)
19,0.5804688,0.5712551,0.56875,0.5649261,421.42615,520.0,1.533242,2,session_4,3,5,004-2014,ACM+TGSP+SVM(Grid)
20,0.72833335,0.65873015,0.6333333,0.6180556,0.20244169,560.0,0.0005999796,2,session_0,3,5,004-2014,FgMDM
21,0.6636111,0.6004464,0.6,0.5995551,0.37218094,560.0,0.0010399568,2,session_1,3,5,004-2014,FgMDM
22,0.621875,0.60913175,0.60625,0.60363334,0.5559964,520.0,0.0014635883,2,session_2,3,5,004-2014,FgMDM
23,0.56277776,0.5385109,0.53333336,0.5171026,0.723006,560.0,0.0018863678,2,session_3,3,5,004-2014,FgMDM
24,0.6170313,0.56778383,0.55625,0.5365346,0.9045818,520.0,0.0023478058,2,session_4,3,5,004-2014,FgMDM
25,0.7008333,0.7102102,0.55833334,0.46097127,0.19326901,560.0,0.0005686586,2,session_0,3,5,004-2014,MDM
26,0.64055556,0.62,0.56666666,0.5125,0.34961057,560.0,0.000966806,2,session_1,3,5,004-2014,MDM
27,0.55671877,0.52259463,0.51875,0.4973685,0.5190866,520.0,0.0013671616,2,session_2,3,5,004-2014,MDM
28,0.6211111,0.6098901,0.6,0.59079283,0.6733875,560.0,0.0017563669,2,session_3,3,5,004-2014,MDM
29,0.60796875,0.56680983,0.54375,0.5006626,0.8464961,520.0,0.0021567196,2,session_4,3,5,004-2014,MDM
30,0.7375,0.6512605,0.625,0.6079855,0.5643327,560.0,0.001581561,2,session_0,3,5,004-2014,TANG+SVM
31,0.6588889,0.6018833,0.59166664,0.58116674,1.1318581,560.0,0.0030910892,2,session_1,3,5,004-2014,TANG+SVM
32,0.625,0.6202722,0.61875,0.6175399,1.6712322,520.0,0.0045054853,2,session_2,3,5,004-2014,TANG+SVM
33,0.57361114,0.5717703,0.56666666,0.5588235,2.2313957,560.0,0.00598219,2,session_3,3,5,004-2014,TANG+SVM
34,0.61015624,0.5610221,0.55,0.5287187,2.7733707,520.0,0.007404862,2,session_4,3,5,004-2014,TANG+SVM
