,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.5874207,0.60074675,0.58920634,0.58606,145.77888,216.0,2.501922,6,session_E,22,2,001-2014,ACM+MDM(MDOP)
1,0.62896407,0.64397985,0.6301587,0.6256895,150.46118,216.0,7.853793,6,session_T,22,2,001-2014,ACM+MDM(MDOP)
2,0.5689218,0.5853419,0.5711111,0.56806207,149.06737,216.0,2.5892797,6,session_E,22,2,001-2014,ACM+TGSP+SVM(MDOP)
3,0.65676534,0.6792492,0.65873015,0.65316164,150.30957,216.0,7.615571,6,session_T,22,2,001-2014,ACM+TGSP+SVM(MDOP)
