,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.9923,0.94017607,0.94,0.939994,97.981316,200.0,0.2553642,3,session_A,13,2,001-2015,ACM+MDM(Grid)
1,0.9964,0.83557045,0.755,0.7393548,219.7159,200.0,0.57003635,3,session_B,13,2,001-2015,ACM+MDM(Grid)
2,0.9944,0.9283966,0.92,0.9196061,0.96911454,200.0,0.0021915447,3,session_A,13,2,001-2015,Cov+EN
3,0.9964,0.85211265,0.79,0.78031176,1.9068415,200.0,0.0043357997,3,session_B,13,2,001-2015,Cov+EN
4,0.9946,0.8875969,0.855,0.8518859,3.6483233,200.0,0.009372118,3,session_A,13,2,001-2015,CSP+LDA
5,0.997,0.9464286,0.94,0.9397832,4.839568,200.0,0.01206254,3,session_B,13,2,001-2015,CSP+LDA
6,0.9947,0.9310345,0.92,0.9194847,569.60547,200.0,1.5166466,3,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,0.9984,0.84013605,0.765,0.7512635,1157.9412,200.0,3.0815237,3,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,0.9973,0.86764705,0.82,0.8139727,0.7083926,200.0,0.0017802329,3,session_A,13,2,001-2015,FgMDM
9,0.995,0.8125,0.7,0.6703297,1.3908494,200.0,0.0034471306,3,session_B,13,2,001-2015,FgMDM
10,0.9911,0.93609023,0.935,0.93495935,0.50100017,200.0,0.0011776579,3,session_A,13,2,001-2015,MDM
11,0.9957,0.85971224,0.805,0.79729205,0.8898816,200.0,0.0019729198,3,session_B,13,2,001-2015,MDM
12,0.9947,0.9310345,0.92,0.9194847,0.949877,200.0,0.0020923153,3,session_A,13,2,001-2015,TANG+SVM
13,0.9961,0.8246753,0.73,0.70876926,1.7836082,200.0,0.0038921668,3,session_B,13,2,001-2015,TANG+SVM
