,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.9677,0.9014452,0.9,0.8999099,127.51989,200.0,0.31024528,4,session_A,13,2,001-2015,ACM+MDM(Grid)
1,0.992,0.9166667,0.9,0.8989899,249.38657,200.0,0.6062875,4,session_B,13,2,001-2015,ACM+MDM(Grid)
2,0.943,0.89598995,0.895,0.89493436,0.98799896,200.0,0.0020939352,4,session_A,13,2,001-2015,Cov+EN
3,0.9863,0.91050905,0.9,0.8993559,1.8797858,200.0,0.0040162355,4,session_B,13,2,001-2015,Cov+EN
4,0.9443,0.86591476,0.865,0.86491555,3.6153018,200.0,0.008754065,4,session_A,13,2,001-2015,CSP+LDA
5,0.9774,0.86182725,0.82,0.8146432,4.864609,200.0,0.01134915,4,session_B,13,2,001-2015,CSP+LDA
6,0.9694,0.91537386,0.915,0.9149809,608.5137,200.0,1.5228512,4,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,0.9927,0.91322315,0.895,0.89382946,1185.9081,200.0,2.973918,4,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,0.9549,0.86525977,0.86,0.85949415,0.73483276,200.0,0.0017285446,4,session_A,13,2,001-2015,FgMDM
9,0.9784,0.85484225,0.825,0.8212416,1.4177759,200.0,0.003288762,4,session_B,13,2,001-2015,FgMDM
10,0.9412,0.857899,0.855,0.85470575,0.4366703,200.0,0.0009828919,4,session_A,13,2,001-2015,MDM
11,0.9809,0.8926146,0.87,0.86810064,0.81702995,200.0,0.0016961936,4,session_B,13,2,001-2015,MDM
12,0.9537,0.8855519,0.88,0.87956643,0.94139194,200.0,0.0019396136,4,session_A,13,2,001-2015,TANG+SVM
13,0.9734,0.920083,0.915,0.9147421,1.7841165,200.0,0.0036155921,4,session_B,13,2,001-2015,TANG+SVM
