,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.56083333,0.5776085,0.575,0.57139856,13.98196,600.0,0.07817411,3,session_0,3,5,004-2014,EEGNet_8_2
1,0.5288889,0.54167825,0.5416667,0.54163486,27.806688,600.0,0.155467,3,session_1,3,5,004-2014,EEGNet_8_2
2,0.54796875,0.5438116,0.54375,0.54358953,41.290222,560.0,0.22821467,3,session_2,3,5,004-2014,EEGNet_8_2
3,0.55046874,0.5562588,0.55625,0.5562327,56.208473,560.0,0.31169608,3,session_3,3,5,004-2014,EEGNet_8_2
4,0.5626562,0.5501253,0.55,0.54971856,73.21082,560.0,0.4043121,3,session_4,3,5,004-2014,EEGNet_8_2
5,0.56583333,0.56342494,0.55833334,0.5492878,41.33615,600.0,0.24709156,3,session_0,3,5,004-2014,DeepConvNet
6,0.5375,0.5347222,0.53333336,0.5286195,74.176025,600.0,0.44073874,3,session_1,3,5,004-2014,DeepConvNet
7,0.58765626,0.5581818,0.55,0.53360325,103.835365,560.0,0.615708,3,session_2,3,5,004-2014,DeepConvNet
8,0.56875,0.5312549,0.53125,0.5312317,133.3568,560.0,0.78925055,3,session_3,3,5,004-2014,DeepConvNet
9,0.44578126,0.4580713,0.4625,0.4479217,162.8023,560.0,0.96168053,3,session_4,3,5,004-2014,DeepConvNet
10,0.5586111,0.5417711,0.5416667,0.54138005,19.513927,600.0,0.11312753,3,session_0,3,5,004-2014,ShallowConvNet
11,0.5069444,0.5,0.5,0.49986106,38.79879,600.0,0.22722276,3,session_1,3,5,004-2014,ShallowConvNet
12,0.516875,0.4936699,0.49375,0.4921431,56.575672,560.0,0.33064675,3,session_2,3,5,004-2014,ShallowConvNet
13,0.58015627,0.5250627,0.525,0.52470297,74.86746,560.0,0.43915686,3,session_3,3,5,004-2014,ShallowConvNet
14,0.37734374,0.41048592,0.4125,0.40917662,92.30472,560.0,0.5425044,3,session_4,3,5,004-2014,ShallowConvNet
