,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.6666667,0.7175752,0.6666667,0.64149237,309.3988,216.0,0.7960637,5,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.6481481,0.78070176,0.6481481,0.64436823,617.95764,216.0,1.5915403,5,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.5694444,0.61580336,0.5694444,0.5575514,1.5927563,216.0,0.0035411827,5,session_E,22,2,001-2014,Cov+EN
3,0.49537036,0.60740584,0.49537036,0.4242542,2.9652896,216.0,0.0065995688,5,session_T,22,2,001-2014,Cov+EN
4,0.3425926,0.5581246,0.3425926,0.251548,4.3878927,216.0,0.011064554,5,session_E,22,2,001-2014,CSP+LDA
5,0.3888889,0.48883072,0.3888889,0.28705573,6.4314337,216.0,0.015694292,5,session_T,22,2,001-2014,CSP+LDA
6,0.75,0.80689204,0.75,0.7293118,1452.3118,216.0,3.8768861,5,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.5694444,0.76281095,0.5694444,0.5444222,2951.8535,216.0,7.8739715,5,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.5833333,0.58301365,0.5833333,0.5810227,1.1716025,216.0,0.0028072386,5,session_E,22,2,001-2014,FgMDM
9,0.49537036,0.5816972,0.49537036,0.4246896,2.284921,216.0,0.0054541435,5,session_T,22,2,001-2014,FgMDM
10,0.44907406,0.4603367,0.44907406,0.44810656,0.6609676,216.0,0.0015589615,5,session_E,22,2,001-2014,MDM
11,0.4722222,0.54467285,0.4722222,0.43438494,1.2545757,216.0,0.002877019,5,session_T,22,2,001-2014,MDM
12,0.5324074,0.57718474,0.5324074,0.5227107,1.3671036,216.0,0.0030252126,5,session_E,22,2,001-2014,TANG+SVM
13,0.5324074,0.5507716,0.5324074,0.5254209,2.689677,216.0,0.005931228,5,session_T,22,2,001-2014,TANG+SVM
