,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.6736111,0.6206882,0.6166667,0.61482525,7.7401023,120.0,0.06782195,7,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.6180556,0.57601064,0.575,0.5740265,7.725828,120.0,0.06776811,7,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.95234376,0.89574695,0.89375,0.8935602,10.150799,160.0,0.08454271,7,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.81328124,0.7439814,0.73125,0.72804815,10.292383,160.0,0.085157886,7,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.88359374,0.8320098,0.83125,0.8311461,10.1117325,160.0,0.0864419,7,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.66805553,0.6002195,0.59166664,0.5874571,9.737778,120.0,0.08014302,7,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.64444447,0.60487723,0.6,0.59513265,7.7455134,120.0,0.06689101,7,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.9710938,0.908247,0.90625,0.90606016,9.957306,160.0,0.08353939,7,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.8609375,0.7839963,0.775,0.77391815,10.244089,160.0,0.08555386,7,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.8921875,0.8140803,0.8125,0.8123041,10.350051,160.0,0.08588738,7,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
