,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8896599,0.8160348,0.81285715,0.8122661,145.11957,144.0,1.8145487,6,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.8376871,0.7849911,0.7538095,0.74982065,152.37129,144.0,1.8893542,6,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.93,0.8642407,0.8604762,0.86072326,0.5627257,144.0,0.006028722,6,session_E,22,2,001-2014,Cov+EN
3,0.8545578,0.77215844,0.76285714,0.7609198,0.55717325,144.0,0.006002937,6,session_T,22,2,001-2014,Cov+EN
4,0.809932,0.7408063,0.73714286,0.7350215,0.9172481,144.0,0.010305262,6,session_E,22,2,001-2014,CSP+LDA
5,0.74326533,0.69330454,0.6780952,0.674284,0.5969563,144.0,0.0063196165,6,session_T,22,2,001-2014,CSP+LDA
6,0.95217687,0.87750405,0.8747619,0.8748734,798.8282,144.0,10.152126,6,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.8829932,0.79317915,0.78380954,0.78260607,802.8492,144.0,10.18113,6,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.9145578,0.8206448,0.81333333,0.81173676,0.20270476,144.0,0.0024328788,6,session_E,22,2,001-2014,FgMDM
9,0.82816327,0.7383328,0.7352381,0.7349553,0.21775465,144.0,0.0025717698,6,session_T,22,2,001-2014,FgMDM
10,0.7885034,0.71363074,0.7076191,0.70612,0.07428594,144.0,0.00068285206,6,session_E,22,2,001-2014,MDM
11,0.7426531,0.6989101,0.67904764,0.6761073,0.05310607,144.0,0.00050287094,6,session_T,22,2,001-2014,MDM
12,0.9340136,0.8447837,0.8395238,0.83985144,0.61712813,144.0,0.0065940614,6,session_E,22,2,001-2014,TANG+SVM
13,0.8437415,0.76064855,0.75714284,0.75615555,0.616423,144.0,0.006616786,6,session_T,22,2,001-2014,TANG+SVM
