,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.88911206,0.8929322,0.88920635,0.8887282,256.87228,216.0,3.3112519,8,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.89323467,0.900379,0.89365077,0.89285564,263.12463,216.0,3.3574874,8,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.89799154,0.89989316,0.8984127,0.89788336,0.7755494,216.0,0.0091366,8,session_E,22,2,001-2014,Cov+EN
3,0.88393235,0.8857845,0.8831746,0.8831283,0.81906766,216.0,0.009743008,8,session_T,22,2,001-2014,Cov+EN
4,0.8522199,0.860432,0.85333335,0.8545776,6.646979,216.0,0.077010855,8,session_E,22,2,001-2014,CSP+LDA
5,0.8704017,0.87181014,0.87015873,0.86991423,6.2779655,216.0,0.07206058,8,session_T,22,2,001-2014,CSP+LDA
6,0.93530655,0.9364893,0.9355556,0.93533874,1345.925,216.0,18.008123,8,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.92124736,0.9227338,0.9206349,0.92054164,1327.263,216.0,17.709955,8,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.8845666,0.8897969,0.8850794,0.88615257,0.38086528,216.0,0.0048236586,8,session_E,22,2,001-2014,FgMDM
9,0.86997885,0.87488884,0.8698413,0.8698853,0.35130915,216.0,0.004509846,8,session_T,22,2,001-2014,FgMDM
10,0.8243129,0.8337026,0.8247619,0.8259462,0.18281102,216.0,0.0019556358,8,session_E,22,2,001-2014,MDM
11,0.8422833,0.84573567,0.8415873,0.8425142,0.20240751,216.0,0.0021313387,8,session_T,22,2,001-2014,MDM
12,0.87980974,0.88562065,0.8806349,0.88096267,0.82673997,216.0,0.009467932,8,session_E,22,2,001-2014,TANG+SVM
13,0.86553913,0.8668189,0.86507934,0.86418045,0.83093965,216.0,0.009539004,8,session_T,22,2,001-2014,TANG+SVM
