,dataset,index,pipe1,pipe2,p,smd,nsub
0,004-2014,0,ACM+MDM(Grid),ACM+MDM(Grid),0.001953125,0.0,9
1,004-2014,1,ACM+TGSP+SVM(Grid),ACM+MDM(Grid),0.232421875,0.25344123915269057,9
2,004-2014,2,CSP+LDA,ACM+MDM(Grid),0.9765625,-0.6982079935848927,9
3,004-2014,3,Cov+EN,ACM+MDM(Grid),0.970703125,-0.6741369431638018,9
4,004-2014,4,DeepConvNet,ACM+MDM(Grid),0.9921875,-0.7333825765505522,9
5,004-2014,5,EEGNet_8_2,ACM+MDM(Grid),0.986328125,-0.7125520605604633,9
6,004-2014,6,FgMDM,ACM+MDM(Grid),0.98046875,-0.7568459449033998,9
7,004-2014,7,MDM,ACM+MDM(Grid),0.998046875,-1.3512850049644056,9
8,004-2014,8,ACM+MDM(MDOP),ACM+MDM(Grid),0.994140625,-1.0767932020317101,9
9,004-2014,9,ACM+TGSP+SVM(MDOP),ACM+MDM(Grid),0.94921875,-0.5699754700894981,9
10,004-2014,10,ShallowConvNet,ACM+MDM(Grid),0.99609375,-0.8360223804199268,9
11,004-2014,11,TANG+SVM,ACM+MDM(Grid),0.990234375,-0.8952051338328891,9
12,004-2014,12,ACM+MDM(Grid),ACM+TGSP+SVM(Grid),0.76953125,-0.25344123915269057,9
13,004-2014,13,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(Grid),0.001953125,0.0,9
14,004-2014,14,CSP+LDA,ACM+TGSP+SVM(Grid),0.96875,-0.6999086148353301,9
15,004-2014,15,Cov+EN,ACM+TGSP+SVM(Grid),0.958984375,-0.6637136432636552,9
16,004-2014,16,DeepConvNet,ACM+TGSP+SVM(Grid),0.998046875,-0.7953852166719112,9
17,004-2014,17,EEGNet_8_2,ACM+TGSP+SVM(Grid),0.9921875,-0.7701274391516205,9
18,004-2014,18,FgMDM,ACM+TGSP+SVM(Grid),0.97265625,-0.7380192313631934,9
19,004-2014,19,MDM,ACM+TGSP+SVM(Grid),0.998046875,-1.2327390490456183,9
20,004-2014,20,ACM+MDM(MDOP),ACM+TGSP+SVM(Grid),0.986328125,-0.9470448503283494,9
21,004-2014,21,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(Grid),0.966796875,-0.696384151110851,9
22,004-2014,22,ShallowConvNet,ACM+TGSP+SVM(Grid),0.998046875,-0.9077020570736046,9
23,004-2014,23,TANG+SVM,ACM+TGSP+SVM(Grid),0.984375,-0.8478735290593237,9
24,004-2014,24,ACM+MDM(Grid),CSP+LDA,0.025390625,0.6982079935848927,9
25,004-2014,25,ACM+TGSP+SVM(Grid),CSP+LDA,0.033203125,0.6999086148353301,9
26,004-2014,26,CSP+LDA,CSP+LDA,0.001953125,0.0,9
27,004-2014,27,Cov+EN,CSP+LDA,0.3984375,0.14193551479870473,9
28,004-2014,28,DeepConvNet,CSP+LDA,0.953125,-0.5296963570753911,9
29,004-2014,29,EEGNet_8_2,CSP+LDA,0.939453125,-0.5104948450024153,9
30,004-2014,30,FgMDM,CSP+LDA,0.646484375,-0.1291097351919293,9
31,004-2014,31,MDM,CSP+LDA,0.970703125,-0.7265520104150175,9
32,004-2014,32,ACM+MDM(MDOP),CSP+LDA,0.197265625,0.32691064444082724,9
33,004-2014,33,ACM+TGSP+SVM(MDOP),CSP+LDA,0.142578125,0.3954753766739091,9
34,004-2014,34,ShallowConvNet,CSP+LDA,0.974609375,-0.647182605199574,9
35,004-2014,35,TANG+SVM,CSP+LDA,0.8671875,-0.37983667986591013,9
36,004-2014,36,ACM+MDM(Grid),Cov+EN,0.03125,0.6741369431638018,9
37,004-2014,37,ACM+TGSP+SVM(Grid),Cov+EN,0.04296875,0.6637136432636552,9
38,004-2014,38,CSP+LDA,Cov+EN,0.603515625,-0.14193551479870473,9
39,004-2014,39,Cov+EN,Cov+EN,0.001953125,0.0,9
40,004-2014,40,DeepConvNet,Cov+EN,0.94140625,-0.5192029192196692,9
41,004-2014,41,EEGNet_8_2,Cov+EN,0.931640625,-0.5035651965004044,9
42,004-2014,42,FgMDM,Cov+EN,0.9765625,-0.8257703428171539,9
43,004-2014,43,MDM,Cov+EN,0.990234375,-0.9250149673809729,9
44,004-2014,44,ACM+MDM(MDOP),Cov+EN,0.21875,0.3042312338797527,9
45,004-2014,45,ACM+TGSP+SVM(MDOP),Cov+EN,0.1875,0.3118403359328184,9
46,004-2014,46,ShallowConvNet,Cov+EN,0.96875,-0.62912235940561,9
47,004-2014,47,TANG+SVM,Cov+EN,0.943359375,-0.6383009963442864,9
48,004-2014,48,ACM+MDM(Grid),DeepConvNet,0.009765625,0.7333825765505522,9
