,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.39809725,0.39654365,0.39936507,0.38131934,32.4271,216.0,0.8894968,6,session_E,22,2,001-2014,EEGNet_8_2
1,0.42610994,0.41964978,0.42857143,0.39432132,19.544773,216.0,0.41626072,6,session_T,22,2,001-2014,EEGNet_8_2
2,0.3843552,0.3146019,0.384127,0.2552973,24.079456,216.0,0.67825025,6,session_E,22,2,001-2014,DeepConvNet
3,0.39735729,0.260834,0.3942857,0.2711174,18.189156,216.0,0.39805096,6,session_T,22,2,001-2014,DeepConvNet
4,0.5368922,0.53748083,0.53555554,0.52907294,51.430645,216.0,1.3565215,6,session_E,22,2,001-2014,ShallowConvNet
5,0.5973573,0.6025636,0.59809524,0.5940525,47.750088,216.0,1.2358854,6,session_T,22,2,001-2014,ShallowConvNet
