,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8111111,0.7208999,0.71666664,0.71117216,6.343842,120.0,0.105902374,6,session_0,3,5,004-2014,ACM+MDM(Grid)
1,0.87777776,0.8114792,0.8,0.7977216,6.471958,120.0,0.10794878,6,session_1,3,5,004-2014,ACM+MDM(Grid)
2,0.8796875,0.77918607,0.775,0.77386963,8.331396,160.0,0.13930105,6,session_2,3,5,004-2014,ACM+MDM(Grid)
3,0.9703125,0.91387254,0.9125,0.91245115,8.057991,160.0,0.13490395,6,session_3,3,5,004-2014,ACM+MDM(Grid)
4,0.9632813,0.902644,0.89375,0.89302707,8.1341505,160.0,0.13637644,6,session_4,3,5,004-2014,ACM+MDM(Grid)
5,0.86388886,0.787568,0.78333336,0.78224796,0.25007743,120.0,0.0035644353,6,session_0,3,5,004-2014,Cov+EN
6,0.8472222,0.7735453,0.76666665,0.7651731,0.25857902,120.0,0.0036527428,6,session_1,3,5,004-2014,Cov+EN
7,0.8773438,0.78256303,0.78125,0.7810848,0.28943238,160.0,0.0041456963,6,session_2,3,5,004-2014,Cov+EN
8,0.9390625,0.86357844,0.8625,0.8623778,0.2775138,160.0,0.003981824,6,session_3,3,5,004-2014,Cov+EN
9,0.9398438,0.8874407,0.88125,0.8808869,0.28922668,160.0,0.004155243,6,session_4,3,5,004-2014,Cov+EN
10,0.8111111,0.75176823,0.75,0.7493889,0.5190776,120.0,0.007819975,6,session_0,3,5,004-2014,CSP+LDA
11,0.7902778,0.7086247,0.7,0.6971208,0.32092986,120.0,0.004448727,6,session_1,3,5,004-2014,CSP+LDA
12,0.8304688,0.7261858,0.725,0.7247062,0.35290986,160.0,0.0049321637,6,session_2,3,5,004-2014,CSP+LDA
13,0.9351562,0.8761765,0.875,0.87490225,0.36387676,160.0,0.0050760703,6,session_3,3,5,004-2014,CSP+LDA
14,0.94375,0.8874407,0.88125,0.8808869,0.35715222,160.0,0.0050407513,6,session_4,3,5,004-2014,CSP+LDA
15,0.83055556,0.7295882,0.725,0.7241647,27.848652,120.0,0.48551935,6,session_0,3,5,004-2014,ACM+TGSP+SVM(Grid)
16,0.8819444,0.7998524,0.7916667,0.79027146,27.877844,120.0,0.48708162,6,session_1,3,5,004-2014,ACM+TGSP+SVM(Grid)
17,0.90546876,0.8101143,0.80625,0.80532056,35.450985,160.0,0.62591195,6,session_2,3,5,004-2014,ACM+TGSP+SVM(Grid)
18,0.96953124,0.915014,0.9125,0.9123409,35.346367,160.0,0.6212734,6,session_3,3,5,004-2014,ACM+TGSP+SVM(Grid)
19,0.9671875,0.9329412,0.93125,0.9311828,35.69898,160.0,0.62801504,6,session_4,3,5,004-2014,ACM+TGSP+SVM(Grid)
20,0.8277778,0.74153954,0.71666664,0.7098008,0.04976778,120.0,0.00069695857,6,session_0,3,5,004-2014,FgMDM
21,0.8388889,0.7723016,0.7583333,0.7557557,0.050224543,120.0,0.0007115325,6,session_1,3,5,004-2014,FgMDM
22,0.8484375,0.7820168,0.78125,0.7809499,0.053493403,160.0,0.00075848703,6,session_2,3,5,004-2014,FgMDM
23,0.9320313,0.8761765,0.875,0.87490225,0.054298878,160.0,0.00077562215,6,session_3,3,5,004-2014,FgMDM
24,0.94375,0.89342105,0.8875,0.8871675,0.05277119,160.0,0.00075166754,6,session_4,3,5,004-2014,FgMDM
25,0.7902778,0.7160232,0.71666664,0.711505,0.12885833,120.0,0.0016413949,6,session_0,3,5,004-2014,MDM
26,0.8208333,0.7072494,0.7,0.6982098,0.13099098,120.0,0.0017678789,6,session_1,3,5,004-2014,MDM
27,0.8671875,0.75790614,0.75625,0.75597477,0.12835965,160.0,0.0016828146,6,session_2,3,5,004-2014,MDM
28,0.940625,0.8695588,0.86875,0.86865836,0.13545671,160.0,0.0018170114,6,session_3,3,5,004-2014,MDM
29,0.9328125,0.86009103,0.85,0.84899133,0.14345446,160.0,0.001895733,6,session_4,3,5,004-2014,MDM
30,0.8625,0.7809635,0.775,0.7730757,0.30240488,120.0,0.0042781997,6,session_0,3,5,004-2014,TANG+SVM
31,0.8277778,0.76917154,0.7583333,0.7560695,0.28729552,120.0,0.003958516,6,session_1,3,5,004-2014,TANG+SVM
32,0.8804687,0.78400093,0.78125,0.7806558,0.30349603,160.0,0.004227807,6,session_2,3,5,004-2014,TANG+SVM
33,0.93828124,0.86362743,0.8625,0.86239004,0.32119304,160.0,0.004465992,6,session_3,3,5,004-2014,TANG+SVM
34,0.94140625,0.8817787,0.875,0.8744563,0.30952674,160.0,0.004315299,6,session_4,3,5,004-2014,TANG+SVM
