,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.7111111,0.7232115,0.7083333,0.70249,8.594105,120.0,0.081741504,9,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.5402778,0.5335664,0.53333336,0.53199637,7.8794527,120.0,0.07735253,9,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.909375,0.8566434,0.8375,0.83531886,10.564005,160.0,0.09804613,9,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.95,0.86661065,0.8625,0.86214477,10.41952,160.0,0.097722664,9,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.91484374,0.8415489,0.8375,0.8369224,10.119149,160.0,0.09732848,9,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.76111114,0.6954885,0.68333334,0.67979205,10.886957,120.0,0.10263204,9,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.5694444,0.54220116,0.5416667,0.5405767,8.077306,120.0,0.07832055,9,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.9320313,0.85396516,0.85,0.8495943,10.429304,160.0,0.09955752,9,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.9710938,0.9268277,0.925,0.9248653,10.348615,160.0,0.09832288,9,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.9625,0.8861386,0.88125,0.88097364,10.483464,160.0,0.097593494,9,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
