,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.98,0.92685425,0.92,0.9194998,57.017963,200.0,1.8197069,4,session_A,13,2,001-2015,ACM+MDM(Grid)
1,0.994,0.93808657,0.935,0.934821,58.744305,200.0,1.803675,4,session_B,13,2,001-2015,ACM+MDM(Grid)
2,0.967,0.89705324,0.895,0.89482147,0.4037424,200.0,0.008614497,4,session_A,13,2,001-2015,Cov+EN
3,0.986,0.92375755,0.92,0.9197991,0.4517556,200.0,0.009511322,4,session_B,13,2,001-2015,Cov+EN
4,0.9595,0.86733097,0.86,0.85913587,0.7210611,200.0,0.016151486,4,session_A,13,2,001-2015,CSP+LDA
5,0.977,0.9040498,0.9,0.899603,0.5334678,200.0,0.012111373,4,session_B,13,2,001-2015,CSP+LDA
6,0.9775,0.9371524,0.935,0.93483984,314.3713,200.0,10.3866625,4,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
7,0.996,0.9609273,0.96,0.95998126,325.48676,200.0,10.763812,4,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
8,0.96,0.90566415,0.9,0.899496,0.13663273,200.0,0.003684553,4,session_A,13,2,001-2015,FgMDM
9,0.98,0.9347958,0.93,0.9298055,0.13648424,200.0,0.0026985493,4,session_B,13,2,001-2015,FgMDM
10,0.959,0.8719301,0.865,0.8642415,0.13040395,200.0,0.0031345063,4,session_A,13,2,001-2015,MDM
11,0.975,0.9091506,0.905,0.9047082,0.13876042,200.0,0.0031447934,4,session_B,13,2,001-2015,MDM
12,0.97,0.8984203,0.895,0.89478385,0.45717055,200.0,0.009778631,4,session_A,13,2,001-2015,TANG+SVM
13,0.9755,0.92333335,0.92,0.91982454,0.38084102,200.0,0.007977916,4,session_B,13,2,001-2015,TANG+SVM
