,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.7445,0.6887126,0.685,0.6835816,63.281967,200.0,3.7830398,9,session_A,13,2,001-2015,ACM+MDM(Grid)
1,0.938,0.8742298,0.87,0.86952156,62.790894,200.0,3.842401,9,session_B,13,2,001-2015,ACM+MDM(Grid)
2,0.9935,0.9491499,0.945,0.9448337,60.84304,200.0,3.1628008,9,session_C,13,2,001-2015,ACM+MDM(Grid)
3,0.745,0.7000068,0.695,0.69273376,0.4880824,200.0,0.027893135,9,session_A,13,2,001-2015,Cov+EN
4,0.943,0.890802,0.89,0.88995,0.4551002,200.0,0.025787128,9,session_B,13,2,001-2015,Cov+EN
5,0.9965,0.96659833,0.965,0.9649593,0.43545324,200.0,0.024794966,9,session_C,13,2,001-2015,Cov+EN
6,0.7275,0.6696591,0.665,0.66277814,0.87302613,200.0,0.050540436,9,session_A,13,2,001-2015,CSP+LDA
7,0.925,0.8666007,0.86,0.85921156,0.60224456,200.0,0.03426041,9,session_B,13,2,001-2015,CSP+LDA
8,0.9965,0.9583418,0.955,0.9548838,0.5656244,200.0,0.03196155,9,session_C,13,2,001-2015,CSP+LDA
9,0.794,0.7421217,0.735,0.7334445,343.87357,200.0,20.712519,9,session_A,13,2,001-2015,ACM+TGSP+SVM(Grid)
10,0.968,0.9412592,0.94,0.93993735,350.70078,200.0,20.882032,9,session_B,13,2,001-2015,ACM+TGSP+SVM(Grid)
11,0.996,0.95657325,0.955,0.9549531,362.24466,200.0,21.401695,9,session_C,13,2,001-2015,ACM+TGSP+SVM(Grid)
12,0.714,0.66363335,0.66,0.6579629,0.17773423,200.0,0.011086438,9,session_A,13,2,001-2015,FgMDM
13,0.947,0.8824922,0.88,0.87973624,0.16500477,200.0,0.0095063755,9,session_B,13,2,001-2015,FgMDM
14,0.9955,0.97662336,0.975,0.9749656,0.15039897,200.0,0.008594585,9,session_C,13,2,001-2015,FgMDM
15,0.6685,0.60695654,0.605,0.60353315,0.15816674,200.0,0.008840618,9,session_A,13,2,001-2015,MDM
16,0.904,0.8489368,0.845,0.8442598,0.1451418,200.0,0.007895652,9,session_B,13,2,001-2015,MDM
17,0.9805,0.93550164,0.93,0.92971027,0.1501606,200.0,0.009333333,9,session_C,13,2,001-2015,MDM
18,0.7325,0.7036394,0.7,0.6983499,0.5168888,200.0,0.029522792,9,session_A,13,2,001-2015,TANG+SVM
19,0.9455,0.89264643,0.89,0.889774,0.5272023,200.0,0.029974518,9,session_B,13,2,001-2015,TANG+SVM
20,0.996,0.9670563,0.965,0.96494675,0.49099976,200.0,0.028242465,9,session_C,13,2,001-2015,TANG+SVM
