,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.6628125,0.597166,0.59375,0.5901478,51.408676,600.0,0.08375169,8,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.6811111,0.61679643,0.6166667,0.61656016,106.721115,640.0,0.180715,8,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.92875,0.82283586,0.81875,0.8181747,159.48344,600.0,0.27288842,8,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.9234375,0.80659175,0.78125,0.77663434,212.36679,600.0,0.36631742,8,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.96921873,0.9444444,0.9375,0.9372549,264.3449,600.0,0.45806205,8,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.6878125,0.6754386,0.675,0.67479676,63.745827,600.0,0.10375394,8,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.76944447,0.6945045,0.675,0.6666429,119.831474,640.0,0.20260468,8,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.958125,0.8875,0.8875,0.8875,172.07419,600.0,0.29462245,8,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.9373438,0.8885969,0.88125,0.88068604,223.28159,600.0,0.38473737,8,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.9696875,0.8967879,0.89375,0.8935462,275.24347,600.0,0.47634515,8,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
