,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.8691667,0.76675785,0.71666664,0.70271057,36.30027,600.0,0.123550415,6,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.8566667,0.75621116,0.68333334,0.65909094,72.393456,600.0,0.25368845,6,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.89015627,0.76623493,0.73125,0.72212124,106.30419,560.0,0.37554315,6,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.94921875,0.8422619,0.7875,0.7786458,140.06085,560.0,0.4970796,6,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.96625,0.87585604,0.86875,0.8681267,173.91103,560.0,0.61935556,6,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.86277777,0.7637577,0.725,0.7145123,52.97925,600.0,0.20889692,6,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.8408333,0.7556818,0.7,0.6827262,91.26097,600.0,0.347279,6,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.85984373,0.73846024,0.71875,0.7128156,126.86925,560.0,0.47526106,6,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.9421875,0.84233934,0.81875,0.815573,162.07376,560.0,0.6031065,6,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.92625,0.8502189,0.85,0.84997654,196.17169,560.0,0.72637916,6,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
