,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.70416665,0.63052696,0.625,0.6222088,7.3986597,120.0,0.067301646,2,session_0,3,5,004-2014,ACM+MDM(MDOP)
1,0.66944444,0.64427406,0.625,0.614027,7.2723308,120.0,0.065561526,2,session_1,3,5,004-2014,ACM+MDM(MDOP)
2,0.63203126,0.59483004,0.59375,0.5923433,9.715101,160.0,0.08536372,2,session_2,3,5,004-2014,ACM+MDM(MDOP)
3,0.63055557,0.6190684,0.60833335,0.59697956,7.2789593,120.0,0.06535047,2,session_3,3,5,004-2014,ACM+MDM(MDOP)
4,0.58984375,0.5722791,0.56875,0.5666752,10.052359,160.0,0.09146532,2,session_4,3,5,004-2014,ACM+MDM(MDOP)
5,0.69861114,0.58761907,0.575,0.5672357,9.383985,120.0,0.083915785,2,session_0,3,5,004-2014,ACM+TGSP+SVM(MDOP)
6,0.65,0.60444444,0.6,0.5975358,7.2767677,120.0,0.06547294,2,session_1,3,5,004-2014,ACM+TGSP+SVM(MDOP)
7,0.57734376,0.5783663,0.575,0.57162184,9.695743,160.0,0.08652815,2,session_2,3,5,004-2014,ACM+TGSP+SVM(MDOP)
8,0.57222223,0.55100596,0.55,0.541697,7.315259,120.0,0.06579761,2,session_3,3,5,004-2014,ACM+TGSP+SVM(MDOP)
9,0.6429688,0.5949305,0.59375,0.59197223,9.75733,160.0,0.08730502,2,session_4,3,5,004-2014,ACM+TGSP+SVM(MDOP)
