,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.95040816,0.9063678,0.90238094,0.90175265,167.41,144.0,3.3151922,9,session_E,22,2,001-2014,ACM+MDM(Grid)
1,0.88673466,0.8264309,0.8152381,0.811593,173.55089,144.0,3.3939297,9,session_T,22,2,001-2014,ACM+MDM(Grid)
2,0.9731293,0.90548074,0.9028571,0.9024514,0.4357814,144.0,0.006745883,9,session_E,22,2,001-2014,Cov+EN
3,0.8780952,0.83880323,0.82095236,0.81758827,0.4321689,144.0,0.0067378054,9,session_T,22,2,001-2014,Cov+EN
4,0.9712925,0.90192306,0.8971428,0.8958049,0.61907905,144.0,0.009575187,9,session_E,22,2,001-2014,CSP+LDA
5,0.8545578,0.8079211,0.79285717,0.78953725,0.43632358,144.0,0.0065230792,9,session_T,22,2,001-2014,CSP+LDA
6,0.9689796,0.9031868,0.9028571,0.90215474,985.1018,144.0,19.729996,9,session_E,22,2,001-2014,ACM+TGSP+SVM(Grid)
7,0.9419728,0.8859782,0.87666667,0.87431777,975.8693,144.0,19.538897,9,session_T,22,2,001-2014,ACM+TGSP+SVM(Grid)
8,0.96435374,0.91390836,0.9095238,0.90929765,0.13000813,144.0,0.0020991815,9,session_E,22,2,001-2014,FgMDM
9,0.9015646,0.866756,0.8547619,0.85230887,0.14609051,144.0,0.0023401557,9,session_T,22,2,001-2014,FgMDM
10,0.942449,0.8683321,0.8604762,0.8599557,0.062042523,144.0,0.0007751284,9,session_E,22,2,001-2014,MDM
11,0.8295238,0.80086696,0.79333335,0.79082876,0.061260033,144.0,0.0007644089,9,session_T,22,2,001-2014,MDM
12,0.9747619,0.9178297,0.9166667,0.9163598,0.43333992,144.0,0.006776922,9,session_E,22,2,001-2014,TANG+SVM
13,0.91707486,0.83914065,0.82,0.8172685,0.5078131,144.0,0.0077564465,9,session_T,22,2,001-2014,TANG+SVM
