,dataset,index,pipe1,pipe2,p,smd,nsub
0,002-2014,0,ACM+MDM(Grid),ACM+MDM(Grid),0.0001,0.0,14
1,002-2014,1,ACM+TGSP+SVM(Grid),ACM+MDM(Grid),0.0001,0.6682421867690072,14
2,002-2014,2,CSP+LDA,ACM+MDM(Grid),0.2651,0.2292081090701089,14
3,002-2014,3,Cov+EN,ACM+MDM(Grid),0.0591,0.39834400746120296,14
4,002-2014,4,DeepConvNet,ACM+MDM(Grid),0.0353,0.4997474849841904,14
5,002-2014,5,EEGNet_8_2,ACM+MDM(Grid),0.1344,0.31393515439150194,14
6,002-2014,6,FgMDM,ACM+MDM(Grid),0.1623,0.2981892686405311,14
7,002-2014,7,MDM,ACM+MDM(Grid),1.0001,-0.8830973812746964,14
8,002-2014,8,ACM+MDM(MDOP),ACM+MDM(Grid),0.9986,-0.8731701680329473,14
9,002-2014,9,ACM+TGSP+SVM(MDOP),ACM+MDM(Grid),0.4139,0.07217258551220064,14
10,002-2014,10,ShallowConvNet,ACM+MDM(Grid),0.0136,0.5999910718241592,14
11,002-2014,11,TANG+SVM,ACM+MDM(Grid),0.0787,0.39624626105915745,14
12,002-2014,12,ACM+MDM(Grid),ACM+TGSP+SVM(Grid),1.0001,-0.6682421867690072,14
13,002-2014,13,ACM+TGSP+SVM(Grid),ACM+TGSP+SVM(Grid),0.0001,0.0,14
14,002-2014,14,CSP+LDA,ACM+TGSP+SVM(Grid),0.9959,-0.7194136201925277,14
15,002-2014,15,Cov+EN,ACM+TGSP+SVM(Grid),0.9891,-0.5673411760427142,14
16,002-2014,16,DeepConvNet,ACM+TGSP+SVM(Grid),0.7044,-0.15667159455832969,14
17,002-2014,17,EEGNet_8_2,ACM+TGSP+SVM(Grid),0.8915,-0.3942545210342232,14
18,002-2014,18,FgMDM,ACM+TGSP+SVM(Grid),0.9948,-0.6709494272971832,14
19,002-2014,19,MDM,ACM+TGSP+SVM(Grid),1.0001,-1.0673693883081221,14
20,002-2014,20,ACM+MDM(MDOP),ACM+TGSP+SVM(Grid),0.9996,-0.9670741316511411,14
21,002-2014,21,ACM+TGSP+SVM(MDOP),ACM+TGSP+SVM(Grid),0.9939,-0.8298092975895157,14
22,002-2014,22,ShallowConvNet,ACM+TGSP+SVM(Grid),0.7075,-0.1632104195083117,14
23,002-2014,23,TANG+SVM,ACM+TGSP+SVM(Grid),0.9276,-0.42754998963061025,14
24,002-2014,24,ACM+MDM(Grid),CSP+LDA,0.7351,-0.2292081090701089,14
25,002-2014,25,ACM+TGSP+SVM(Grid),CSP+LDA,0.0043,0.7194136201925277,14
26,002-2014,26,CSP+LDA,CSP+LDA,0.0001,0.0,14
27,002-2014,27,Cov+EN,CSP+LDA,0.0082,0.7512774116881019,14
28,002-2014,28,DeepConvNet,CSP+LDA,0.0117,0.7053701467719531,14
29,002-2014,29,EEGNet_8_2,CSP+LDA,0.5433,-0.03322025130137304,14
30,002-2014,30,FgMDM,CSP+LDA,0.1777,0.2573280143827705,14
31,002-2014,31,MDM,CSP+LDA,1.0001,-0.723263608994974,14
32,002-2014,32,ACM+MDM(MDOP),CSP+LDA,0.997,-0.6370186355943941,14
33,002-2014,33,ACM+TGSP+SVM(MDOP),CSP+LDA,0.8673,-0.3125514925993891,14
34,002-2014,34,ShallowConvNet,CSP+LDA,0.0234,0.5941498170278189,14
35,002-2014,35,TANG+SVM,CSP+LDA,0.0305,0.5339607566764705,14
36,002-2014,36,ACM+MDM(Grid),Cov+EN,0.9411,-0.39834400746120296,14
37,002-2014,37,ACM+TGSP+SVM(Grid),Cov+EN,0.0111,0.5673411760427142,14
38,002-2014,38,CSP+LDA,Cov+EN,0.992,-0.7512774116881019,14
39,002-2014,39,Cov+EN,Cov+EN,0.0001,0.0,14
40,002-2014,40,DeepConvNet,Cov+EN,0.1378,0.30453183218758,14
41,002-2014,41,EEGNet_8_2,Cov+EN,0.7407,-0.19230305081275548,14
42,002-2014,42,FgMDM,Cov+EN,0.9535,-0.5080994460469608,14
43,002-2014,43,MDM,Cov+EN,1.0001,-0.9220291580545774,14
44,002-2014,44,ACM+MDM(MDOP),Cov+EN,0.9995,-0.8042667531923265,14
45,002-2014,45,ACM+TGSP+SVM(MDOP),Cov+EN,0.9775,-0.6012584170222263,14
46,002-2014,46,ShallowConvNet,Cov+EN,0.1741,0.25364052340702176,14
47,002-2014,47,TANG+SVM,Cov+EN,0.4072,0.05931601801557952,14
48,002-2014,48,ACM+MDM(Grid),DeepConvNet,0.9649,-0.4997474849841904,14
49,002-2014,49,ACM+TGSP+SVM(Grid),DeepConvNet,0.2958,0.15667159455832969,14
50,002-2014,50,CSP+LDA,DeepConvNet,0.9885,-0.7053701467719531,14
51,002-2014,51,Cov+EN,DeepConvNet,0.8623,-0.30453183218758,14
52,002-2014,52,DeepConvNet,DeepConvNet,0.0001,0.0,14
53,002-2014,53,EEGNet_8_2,DeepConvNet,0.8551,-0.3022754282679076,14
54,002-2014,54,FgMDM,DeepConvNet,0.9598,-0.501550090989228,14
55,002-2014,55,MDM,DeepConvNet,1.0001,-1.0934452304664304,14
56,002-2014,56,ACM+MDM(MDOP),DeepConvNet,0.9991,-0.9063417450446657,14
57,002-2014,57,ACM+TGSP+SVM(MDOP),DeepConvNet,0.9761,-0.6033930886946974,14
58,002-2014,58,ShallowConvNet,DeepConvNet,0.5297,-0.020266136967761098,14
59,002-2014,59,TANG+SVM,DeepConvNet,0.7875,-0.22683199792212985,14
60,002-2014,60,ACM+MDM(Grid),EEGNet_8_2,0.8658,-0.31393515439150194,14
61,002-2014,61,ACM+TGSP+SVM(Grid),EEGNet_8_2,0.1087,0.3942545210342232,14
62,002-2014,62,CSP+LDA,EEGNet_8_2,0.4569,0.03322025130137304,14
63,002-2014,63,Cov+EN,EEGNet_8_2,0.2592,0.19230305081275548,14
