,score,score_precision,score_recall,score_f1,time,samples,carbon_emission,subject,session,channels,n_sessions,dataset,pipeline
0,0.85,0.80118346,0.775,0.7699027,18.980911,120.0,0.16194211,4,session_0,3,5,004-2014,EEGNet_8_2
1,0.9142857,0.86467767,0.85714287,0.85638803,23.929264,140.0,0.20460114,4,session_1,3,5,004-2014,EEGNet_8_2
2,0.9867188,0.9137738,0.86875,0.85714203,20.417965,160.0,0.17492355,4,session_2,3,5,004-2014,EEGNet_8_2
3,0.95390624,0.8646757,0.8375,0.8320964,32.074177,160.0,0.40529346,4,session_3,3,5,004-2014,EEGNet_8_2
4,0.896875,0.79894996,0.71875,0.6958361,18.253212,160.0,0.22908233,4,session_4,3,5,004-2014,EEGNet_8_2
5,0.8833333,0.8247549,0.7916667,0.78596663,20.26085,120.0,0.18450606,4,session_0,3,5,004-2014,DeepConvNet
6,0.9377551,0.85388887,0.78571427,0.76995575,16.849102,140.0,0.153786,4,session_1,3,5,004-2014,DeepConvNet
7,0.9820312,0.91376525,0.9,0.8985175,19.439058,160.0,0.17872603,4,session_2,3,5,004-2014,DeepConvNet
8,0.98828125,0.9308999,0.9125,0.9100738,35.73983,160.0,0.39542505,4,session_3,3,5,004-2014,DeepConvNet
9,0.92265624,0.7855261,0.75,0.74029803,36.107624,160.0,0.47228047,4,session_4,3,5,004-2014,DeepConvNet
10,0.79583335,0.71444446,0.7083333,0.7061254,11.6244545,120.0,0.1025206,4,session_0,3,5,004-2014,ShallowConvNet
11,0.91020405,0.81643313,0.8142857,0.814048,10.579686,140.0,0.09443395,4,session_1,3,5,004-2014,ShallowConvNet
12,0.959375,0.9144258,0.90625,0.90545577,16.221804,160.0,0.14712873,4,session_2,3,5,004-2014,ShallowConvNet
13,0.98046875,0.9256788,0.91875,0.91838765,14.593493,160.0,0.1325448,4,session_3,3,5,004-2014,ShallowConvNet
14,0.89765626,0.85624397,0.85,0.848476,18.771568,160.0,0.2415355,4,session_4,3,5,004-2014,ShallowConvNet
